12;floating_harbor;3178.00;9.50;1681.00;1.57;9317
77;floating_harbor;3256.43;9.50;1385.24;-1.98;11597
116;floating_harbor;3022.05;9.50;1254.95;0.79;12003
118;floating_harbor;2724.95;9.50;1247.05;-2.36;4135
126;floating_harbor;2819.00;9.50;1562.00;-1.49;11374
145;floating_harbor;3128.95;9.50;1747.95;-0.79;9228
163;floating_harbor;3039.36;9.50;1389.79;-4.39;3943
178;floating_harbor;2540.00;9.50;1113.00;1.57;13071
188;floating_harbor;3126.36;9.50;1636.21;1.25;3288
189;floating_harbor;3127.07;9.50;1642.01;-4.57;6314
270;floating_harbor;1067.00;9.50;304.00;-2.23;1280
281;floating_harbor;3939.33;9.50;745.97;0.10;4967
299;floating_harbor;1886.63;9.50;86.47;0.67;12960
310;floating_harbor;1989.23;9.50;954.65;-0.84;12885
311;floating_harbor;1433.00;9.50;1146.00;-1.57;2077
320;floating_harbor;4059.79;9.50;838.30;-1.82;10149
321;floating_harbor;3950.21;9.50;892.30;-4.47;1273
326;floating_harbor;4586.00;9.50;1004.00;-3.14;10062
337;floating_harbor;2695.00;9.50;1789.00;-2.36;13003
360;floating_harbor;1647.00;9.50;1506.00;-2.68;6845
455;floating_harbor;3340.00;9.50;1103.00;-3.52;4115
488;floating_harbor;1862.88;9.50;1010.82;-0.59;1981
614;floating_harbor;4649.90;9.50;1295.15;-1.41;11944
630;floating_harbor;181.00;9.50;903.00;-1.98;13051
631;floating_harbor;32.00;9.50;1109.00;-3.14;13052
632;floating_harbor;5415.00;9.50;945.00;-2.68;13047
638;floating_harbor;5086.00;9.50;847.00;-2.02;12140
642;floating_harbor;104.00;9.50;600.00;-3.14;13050
645;floating_harbor;5020.00;9.50;1038.00;-3.07;13025
648;floating_harbor;5205.00;9.50;1041.00;1.57;13026
649;floating_harbor;1372.00;9.50;836.00;1.57;5023
650;floating_harbor;5507.00;9.68;1657.00;-1.57;13067
656;floating_harbor;3562.96;9.50;1135.77;-1.46;8085
679;floating_harbor;3427.00;9.50;971.00;-3.14;12883
685;floating_harbor;1565.95;9.50;1004.05;-2.36;7617
695;floating_harbor;1708.21;9.50;1071.70;1.33;153
696;floating_harbor;1820.05;9.50;1405.05;-3.93;13010
697;floating_harbor;2532.00;9.50;1191.00;1.57;3118
698;floating_harbor;2414.70;9.50;1279.96;-1.87;1751
702;floating_harbor;2400.92;9.50;928.81;0.81;13014
703;floating_harbor;2585.00;9.50;571.00;-1.63;13013
704;floating_harbor;2721.00;9.50;386.00;-3.14;13016
705;floating_harbor;2906.00;9.50;682.00;0.10;13015
706;floating_harbor;3664.87;9.50;303.74;-3.61;13017
707;floating_harbor;3703.05;9.50;322.05;-3.93;13018
708;floating_harbor;3515.94;9.50;440.29;-2.13;13072
709;floating_harbor;3683.00;9.50;585.00;0.00;2188
710;floating_harbor;3967.00;9.50;499.00;-3.25;13019
711;floating_harbor;4470.00;9.50;489.00;-1.02;13005
712;floating_harbor;4307.00;9.50;404.00;-3.14;13002
713;floating_harbor;3985.00;9.50;41.00;-0.59;2165
720;floating_harbor;2217.03;9.50;36.70;1.47;10995
722;floating_harbor;3300.88;9.50;1988.82;-0.59;9140
725;floating_harbor;5423.00;9.50;655.00;-0.71;13038
728;floating_harbor;4489.00;9.50;971.00;-4.28;11981
729;floating_harbor;4579.95;9.50;1005.05;-2.36;4189
730;floating_harbor;1925.00;9.50;1686.00;0.00;373
734;floating_harbor;5390.74;9.50;470.87;-4.25;7390
735;floating_harbor;2921.21;9.50;1385.36;-2.82;9909
736;floating_harbor;3030.13;9.50;1408.74;-2.68;11735
738;floating_harbor;4881.59;9.50;566.99;0.06;4579
739;floating_harbor;753.00;9.50;1800.00;-2.23;1869
743;floating_harbor;4684.70;9.50;1246.21;-2.90;10000
765;floating_harbor;3609.00;9.50;1085.00;-0.63;8051
772;floating_harbor;2977.74;9.50;577.87;-4.25;12975
776;floating_harbor;2842.35;9.50;742.01;-3.09;10919
777;floating_harbor;2832.06;9.50;741.31;-2.84;1951
783;floating_harbor;2640.18;9.50;1135.88;0.98;12857
785;floating_harbor;2816.00;9.50;1519.00;-4.56;11420
796;floating_harbor;2989.62;9.50;559.52;-4.02;2115
799;floating_harbor;3359.00;9.50;1255.00;1.57;12029
805;floating_harbor;3093.00;9.50;1316.00;-4.51;914
466;industrial_complex;1604.00;10.03;2011.00;3.55;0
683;floating_harbor;1377.81;9.50;1902.41;-0.41;10605
862;floating_harbor;1568.30;9.50;1777.79;0.24;11682
413;floating_harbor;3574.15;9.50;1139.10;-2.98;5005
295;floating_harbor;2992.12;9.50;551.20;-4.14;10968
541;floating_harbor;3025.03;9.50;267.37;-4.62;2207
905;floating_harbor;3425.51;9.50;577.47;-2.77;5210
906;floating_harbor;3654.50;9.50;844.40;-1.95;8000
907;floating_harbor;3306.47;9.50;1171.08;-0.52;10005
910;floating_harbor;3047.00;9.50;1626.00;-1.46;6361
140;floating_harbor;2962.00;9.50;1693.00;1.13;383
932;floating_harbor;2725.00;9.50;1625.00;0.00;3311
933;floating_harbor;2800.00;9.50;1783.00;-0.73;6196
934;floating_harbor;3104.18;9.50;1352.12;-4.12;9780
914;floating_harbor;2657.00;9.50;2032.00;1.57;13272
411;floating_harbor;3587.65;9.50;1133.41;-3.48;5089
937;floating_harbor;3446.85;9.50;1355.90;0.17;11753
944;floating_harbor;3565.16;9.50;1139.68;-2.06;2089
233;floating_harbor;3421.18;9.50;1385.12;-4.12;9663
954;floating_harbor;3449.07;9.50;1362.01;-4.57;772
953;floating_harbor;3451.18;9.50;1360.88;0.98;3653
949;floating_harbor;4865.12;9.50;1377.18;-3.73;957
952;floating_harbor;3421.18;9.50;1385.12;-4.12;9663
218;floating_harbor;3412.07;9.50;1460.01;-4.57;9417
961;floating_harbor;2949.14;9.50;1594.37;1.37;9347
105;floating_harbor;3093.87;9.50;1360.74;-3.61;9821
844;floating_harbor;3467.01;9.50;628.27;-2.53;12941
903;floating_harbor;3448.60;9.50;609.00;-2.60;10976
965;floating_harbor;3487.40;9.50;837.12;-0.51;10749
966;floating_harbor;3499.00;9.50;837.00;-1.57;12849
1;floating_harbor;2961.26;9.50;1363.87;-2.03;9851
2;floating_harbor;2989.05;9.50;1354.05;-3.93;11751
5;floating_harbor;3111.84;9.50;1614.40;-0.42;3380
6;floating_harbor;2848.18;9.50;1546.88;0.98;6560
7;floating_harbor;2883.00;9.50;1587.00;0.00;3314
13;floating_harbor;3177.87;9.50;1690.74;-3.61;3174
14;floating_harbor;2765.00;9.50;1497.00;0.00;9525
15;floating_harbor;2775.18;9.50;1498.88;0.98;9550
19;floating_harbor;2769.00;9.50;1438.00;0.97;9737
21;floating_harbor;2884.05;9.50;1380.05;-3.93;11834
22;floating_harbor;2871.13;9.50;1381.74;-2.68;9898
23;floating_harbor;2784.14;9.50;1426.63;-4.51;9597
29;floating_harbor;2816.00;9.50;1519.00;-4.33;9500
30;floating_harbor;2763.74;9.50;1459.87;-4.25;11465
31;floating_harbor;2861.00;9.50;1380.00;-1.57;3946
35;floating_harbor;2866.13;9.50;1551.26;-0.46;480
36;floating_harbor;2901.01;9.50;1595.93;0.14;9335
37;floating_harbor;3004.64;9.50;1626.79;-1.89;6393
38;floating_harbor;3080.37;9.50;1758.47;-0.67;11091
44;floating_harbor;3102.50;9.50;1341.60;1.19;3884
46;floating_harbor;3269.82;9.50;1413.12;-2.16;687
47;floating_harbor;3182.95;9.50;1280.05;-2.36;4109
56;floating_harbor;2935.13;9.50;1597.26;-0.46;241
58;floating_harbor;2971.95;9.50;1615.95;-0.79;6389
59;floating_harbor;2951.63;9.50;1596.47;0.67;6325
61;floating_harbor;2999.60;9.50;1612.50;-0.38;321
62;floating_harbor;3009.70;9.50;1614.79;-0.24;9388
63;floating_harbor;3079.30;9.50;1624.79;0.24;11343
85;floating_harbor;3092.00;9.50;1622.00;0.90;362
99;floating_harbor;2933.40;9.50;1662.50;0.38;13262
